inputNeurons,outputNeurons,numHiddLayers,numNeurons,learningRate,epochs,r2Score,mse,loss,batchSize,runTime
12,1,3,256,1e-05,100,0.612521381151832,0.008589890785515308,0.008589890785515308,128,10.892912149429321
12,1,3,512,1e-05,100,0.6119662072616782,0.008602196350693703,0.008602196350693703,128,15.175347089767456
12,1,3,512,1e-05,500,0.6128279170169235,0.00858309492468834,0.00858309492468834,128,72.12550401687622
12,1,8,512,1e-05,500,0.6119991810448357,0.00860146526247263,0.00860146526247263,128,121.86117696762085
9,1,3,512,1e-05,500,0.6133650416964787,0.00857118796557188,0.00857118796557188,128,70.1178789138794
6,1,3,512,1e-05,500,0.6093099362940813,0.008661082945764065,0.008661082945764065,128,69.81380009651184
3,1,3,512,1e-05,500,0.6103314729157194,0.008638435043394566,0.008638435043394566,128,72.03498697280884
12,1,3,512,1e-05,500,0.6124114662340685,0.008592327125370502,0.008592327125370502,128,71.01946496963501
3,1,3,512,1e-05,500,0.6102613179452707,0.008639992214739323,0.008639992214739323,128,69.62575197219849
3,1,3,512,1e-05,800,0.6105774210785758,0.008632984943687916,0.008632984943687916,128,116.33909916877747
8,1,3,512,1e-05,800,0.6120390250851774,0.008600585162639618,0.008600585162639618,128,109.43343615531921
